nombre,precio,tienda,nombre_original
EXCALIBUR (AESX - LANCELOT GRIAL - REWORK),4990,Pandora Store,EXCALIBUR (AESX - LANCELOT GRIAL - REWORK) - SINGLES MITOS Y LEYENDAS
CAJA DE PANDORA (CLESP) COLECCIÓN LEGENDARIA SECRETA,4990,Pandora Store,CAJA DE PANDORA (CLESP) COLECCIÓN LEGENDARIA SECRETA
JINETES DE FUEGO LEGENDARIA,4500,Pandora Store,JINETES DE FUEGO LEGENDARIA - SINGLES MITOS Y LEYENDAS
BOVEDA TEMPLARIA,4500,Pandora Store,BOVEDA TEMPLARIA - SINGLES MITOS Y LEYENDAS
GOBLINS NAVIDEÑO,4000,Pandora Store,GOBLINS NAVIDEÑO - SINGLES MITOS Y LEYENDAS
CASTILLO NEVADO,4000,Pandora Store,CASTILLO NEVADO - SINGLES MITOS Y LEYENDAS
CAPA DE INVISIBILIDAD (LLUVIA) ANIVERSARIO,4000,Pandora Store,CAPA DE INVISIBILIDAD (LLUVIA) ANIVERSARIO - SINGLES MITOS Y LEYENDAS
DRAGON DE LUZ (LLUVIA) ANIVERSARIO,4000,Pandora Store,DRAGON DE LUZ (LLUVIA) ANIVERSARIO - SINGLES MITOS Y LEYENDAS
FELINO BUBASTI,4000,Pandora Store,FELINO BUBASTI - SINGLES MITOS Y LEYENDAS
CODEX ARTURICUS (LBPB24 - DORADA),4000,Pandora Store,CODEX ARTURICUS (LBPB24 - DORADA) - SINGLES MITOS Y LEYENDAS
SIR EREC,3990,Pandora Store,SIR EREC - SINGLES MITOS Y LEYENDAS
NECHO I,3990,Pandora Store,NECHO I - SINGLES MITOS Y LEYENDAS
AULLADORES GRISES,3990,Pandora Store,AULLADORES GRISES - SINGLES MITOS Y LEYENDAS
CARNERO DE KUSH,3990,Pandora Store,CARNERO DE KUSH - SINGLES MITOS Y LEYENDAS
DRUIDA MALDITO,3990,Pandora Store,DRUIDA MALDITO - SINGLES MITOS Y LEYENDAS
FE SIN LIMITE UR,3990,Pandora Store,FE SIN LIMITE UR - SINGLES MITOS Y LEYENDAS
TOQUE DE PERSIVAL DORADA,3990,Pandora Store,TOQUE DE PERSIVAL DORADA  - SINGLES MITOS Y LEYENDAS
JULIO CESAR FULL ART,3990,Pandora Store,JULIO CESAR FULL ART - SINGLES MITOS Y LEYENDAS
URANO REWORK,3990,Pandora Store,URANO REWORK - SINGLES MITOS Y LEYENDAS
DIONISIO ZAGREO,3990,Pandora Store,DIONISIO ZAGREO - SINGLES MITOS Y LEYENDAS
SIR GALEHAUT,3990,Pandora Store,SIR GALEHAUT - SINGLES MITOS Y LEYENDAS
MARCO ANTONIO FULL ART,3990,Pandora Store,MARCO ANTONIO FULL ART - SINGLES MITOS Y LEYENDAS
BELETH INFERNO,3990,Pandora Store,BELETH INFERNO - SINGLES MITOS Y LEYENDAS
DRUIDA TLACHTGA INFERNO,3990,Pandora Store,DRUIDA TLACHTGA INFERNO - SINGLES MITOS Y LEYENDAS
FIGURAS NEGRAS,3500,Pandora Store,FIGURAS NEGRAS - SINGLES MITOS Y LEYENDAS
LIONTARI,3500,Pandora Store,LIONTARI - SINGLES MITOS Y LEYENDAS
MELISENDE,3500,Pandora Store,MELISENDE - SINGLES MITOS Y LEYENDAS
MARTILLO PESADO DRACULA,3500,Pandora Store,MARTILLO PESADO DRACULA - SINGLES MITOS Y LEYENDAS
GUERRERO DE LA LIBERTAD COLECCIONISTA,3500,Pandora Store,GUERRERO DE LA LIBERTAD COLECCIONISTA - SINGLES MITOS Y LEYENDAS
PILAR BOTERO,3490,Pandora Store,PILAR BOTERO - SINGLES MITOS Y LEYENDAS
ROMULO Y REMO FULL ART,3490,Pandora Store,ROMULO Y REMO FULL ART - SINGLES MITOS Y LEYENDAS
MINOTAURO,3490,Pandora Store,MINOTAURO - SINGLES MITOS Y LEYENDAS
GLAS GAIBHENENN,3000,Pandora Store,GLAS GAIBHENENN - SINGLES MITOS Y LEYENDAS
CAJA DE PANDORA ARTE ALTERNATIVO,3000,Pandora Store,CAJA DE PANDORA ARTE ALTERNATIVO - SINGLES MITOS Y LEYENDAS
CONSUMIR LAS AGUAS PROMO,3000,Pandora Store,CONSUMIR LAS AGUAS PROMO - SINGLES MITOS Y LEYENDAS
SIROCO,3000,Pandora Store,SIROCO - SINGLES MITOS Y LEYENDAS
NUH BLACK,3000,Pandora Store,NUH BLACK - SINGLES MITOS Y LEYENDAS
DRAGON DE ETER,3000,Pandora Store,DRAGON DE ETER - SINGLES MITOS Y LEYENDAS
HEMERA,3000,Pandora Store,HEMERA - SINGLES MITOS Y LEYENDAS
TEMIS BUY A BOX,3000,Pandora Store,TEMIS BUY A BOX - SINGLES MITOS Y LEYENDAS
DUQUE GODOFREDO EDICION LIMITADA PROMO,3000,Pandora Store,DUQUE GODOFREDO EDICION LIMITADA PROMO - SINGLES MITOS Y LEYENDAS
LANZA DIVINA,2990,Pandora Store,LANZA DIVINA - SINGLES MITOS Y LEYENDAS
SIR LANCELOT DEL LAGO,2990,Pandora Store,SIR LANCELOT DEL LAGO - SINGLES MITOS Y LEYENDAS
BEC DE CORBIN,2990,Pandora Store,BEC DE CORBIN - SINGLES MITOS Y LEYENDAS
REINA MERROW,2990,Pandora Store,REINA MERROW - SINGLES MITOS Y LEYENDAS
CAPA DE INVISIBILIDAD SECRETA PROMO,2990,Pandora Store,CAPA DE INVISIBILIDAD SECRETA PROMO - SINGLES MITOS Y LEYENDAS
ACEITE DE OLIVA ANIVERSARIO,2990,Pandora Store,ACEITE DE OLIVA ANIVERSARIO - SINGLES MITOS Y LEYENDAS
GLADIUS REWORK,2990,Pandora Store,GLADIUS REWORK - SINGLES MITOS Y LEYENDAS
FRAGARACH,2990,Pandora Store,FRAGARACH - SINGLES MITOS Y LEYENDAS
AFRODITA ANIVERSARIO,2990,Pandora Store,AFRODITA ANIVERSARIO - SINGLES MITOS Y LEYENDAS
FRAGARACH SHOGUN C,2990,Pandora Store,FRAGARACH SHOGUN C - SINGLES MITOS Y LEYENDAS
MENHIT,2990,Pandora Store,MENHIT - SINGLES MITOS Y LEYENDAS
DRACO CONJURADOR LBPB24,2990,Pandora Store,DRACO CONJURADOR LBPB24 - SINGLES MITOS Y LEYENDAS
DRAGON DORADO PROMO,2990,Pandora Store,DRAGON DORADO PROMO - SINGLES MITOS Y LEYENDAS
FE SIN LIMITE ANIVERSARIO,2990,Pandora Store,FE SIN LIMITE ANIVERSARIO - SINGLES MITOS Y LEYENDAS
REA (CLESP) COLECCIÓN LEGENDARIA SECRETA,2990,Pandora Store,REA (CLESP) COLECCIÓN LEGENDARIA SECRETA
LIONTARI (CLESP) COLECCIÓN LEGENDARIA SECRETA,2990,Pandora Store,LIONTARI (CLESP) COLECCIÓN LEGENDARIA SECRETA
ARES (CLESP) COLECCIÓN LEGENDARIA SECRETA,2990,Pandora Store,ARES (CLESP) COLECCIÓN LEGENDARIA SECRETA
GANIMEDES (CLESP) COLECCIÓN LEGENDARIA SECRETA,2990,Pandora Store,GANIMEDES (CLESP) COLECCIÓN LEGENDARIA SECRETA
ALQUIMISTA,2500,Pandora Store,ALQUIMISTA - SINGLES MITOS Y LEYENDAS
YVAIN DEL LEON BUY A BOX,2500,Pandora Store,YVAIN DEL LEON BUY A BOX - SINGLES MITOS Y LEYENDAS
REA,2500,Pandora Store,REA - SINGLES MITOS Y LEYENDAS
LOS KORYBANTES,2490,Pandora Store,LOS KORYBANTES - SINGLES MITOS Y LEYENDAS
JEROGLÍFICOS ARTE ALTERNATIVO,2490,Pandora Store,JEROGLÍFICOS ARTE ALTERNATIVO - SINGLES MITOS Y LEYENDAS
INVOCAR CHACALES SHOGUN,2490,Pandora Store,INVOCAR CHACALES SHOGUN - SINGLES MITOS Y LEYENDAS
RELAMPAGO ARCANO,2490,Pandora Store,RELAMPAGO ARCANO - SINGLES MITOS Y LEYENDAS
EXPULSIÓN DE TITANES ANIVERSARIO,2000,Pandora Store,EXPULSIÓN DE TITANES ANIVERSARIO - SINGLES MITOS Y LEYENDAS
SUMA BLACK,2000,Pandora Store,SUMA BLACK - SINGLES MITOS Y LEYENDAS
ERASTOSTENES (EDICION LIMITADA RACIAL 2023),2000,Pandora Store,ERASTOSTENES (EDICION LIMITADA RACIAL 2023) - SINGLES MITOS Y LEYENDAS
LEONIDAS BUY A BOX,2000,Pandora Store,LEONIDAS BUY A BOX - SINGLES MITOS Y LEYENDAS
DUQUE GODOFREDO BUY A BOX,2000,Pandora Store,DUQUE GODOFREDO BUY A BOX - SINGLES MITOS Y LEYENDAS
PIEDRA ROSETA COLECCIONISTA,2000,Pandora Store,PIEDRA ROSETA COLECCIONISTA - SINGLES MITOS Y LEYENDAS
MINAS DE GRUASH PROMO EXCLUSIVA,2000,Pandora Store,MINAS DE GRUASH PROMO EXCLUSIVA - SINGLES MITOS Y LEYENDAS
DESLEAL,2000,Pandora Store,DESLEAL - SINGLES MITOS Y LEYENDAS
DRAGON COBRIZO,2000,Pandora Store,DRAGON COBRIZO - SINGLES MITOS Y LEYENDAS
DRAGON DE MAGMA SHOGUN,2000,Pandora Store,DRAGON DE MAGMA SHOGUN - SINGLES MITOS Y LEYENDAS
KOM OMBO,2000,Pandora Store,KOM OMBO - SINGLES MITOS Y LEYENDAS
CONAND,2000,Pandora Store,CONAND - SINGLES MITOS Y LEYENDAS
ESCUDO CELESTIAL,2000,Pandora Store,ESCUDO CELESTIAL- SINGLES MITOS Y LEYENDAS
CASA JENERET,1990,Pandora Store,CASA JENERET - SINGLES MITOS Y LEYENDAS
MONTE KILGHARRAH,1990,Pandora Store,MONTE KILGHARRAH - SINGLES MITOS Y LEYENDAS
MINERO DEL LAPISLAZULI PROMO,1990,Pandora Store,MINERO DEL LAPISLAZULI PROMO - SINGLES MITOS Y LEYENDAS
APOPHIS BLACK,1990,Pandora Store,APOPHIS BLACK - SINGLES MITOS Y LEYENDAS
CULTISTAS DEL DRAGON FOIL,1990,Pandora Store,CULTISTAS DEL DRAGON FOIL - SINGLES MITOS Y LEYENDAS
EXPULSION DE TITANES ANIVERSARIO,1990,Pandora Store,EXPULSION DE TITANES ANIVERSARIO - SINGLES MITOS Y LEYENDAS
TUTHU ALTERNATIVO,1990,Pandora Store,TUTHU ALTERNATIVO - SINGLES MITOS Y LEYENDAS
ZARATAN,1990,Pandora Store,ZARATAN - SINGLES MITOS Y LEYENDAS
LEONIDAS MR,1990,Pandora Store,LEONIDAS MR - SINGLES MITOS Y LEYENDAS
SALADINO,1990,Pandora Store,SALADINO - SINGLES MITOS Y LEYENDAS
ORION JO,1990,Pandora Store,ORION JO - SINGLES MITOS Y LEYENDAS
TESEION,1990,Pandora Store,TESEION - SINGLES MITOS Y LEYENDAS
ATLAS (HELÉNICA ANIV - PROMOCIONAL),1990,Pandora Store,ATLAS (HELÉNICA ANIV - PROMOCIONAL) - SINGLES MITOS Y LEYENDAS
HOMUNCULUS,1990,Pandora Store,HOMUNCULUS - SINGLES MITOS Y LEYENDAS
SELENE,1990,Pandora Store,SELENE - SINGLES MITOS Y LEYENDAS
SESHAT BLACK,1990,Pandora Store,SESHAT BLACK - SINGLES MITOS Y LEYENDAS
TOCADOR,1990,Pandora Store,TOCADOR - SINGLES MITOS Y LEYENDAS
GUARDIA REAL BLACK,1990,Pandora Store,GUARDIA REAL BLACK - SINGLES MITOS Y LEYENDAS
DAMA ENCANTADA,1990,Pandora Store,DAMA ENCANTADA - SINGLES MITOS Y LEYENDAS
MICERINOS (PRIMERA EDICION),1990,Pandora Store,MICERINOS (PRIMERA EDICION) - SINGLES MITOS Y LEYENDAS
TUATHA DE DANAAN SHOGUN,1990,Pandora Store,TUATHA DE DANAAN SHOGUN - SINGLES MITOS Y LEYENDAS
CALZADA DE GIGANTES,1990,Pandora Store,CALZADA DE GIGANTES - SINGLES MITOS Y LEYENDAS
PTAH BLACK,1990,Pandora Store,PTAH BLACK - SINGLES MITOS Y LEYENDAS
ANUBIS BLACK,1990,Pandora Store,ANUBIS BLACK - SINGLES MITOS Y LEYENDAS
AED FINN ANIVERSARIO,1990,Pandora Store,AED FINN ANIVERSARIO - SINGLES MITOS Y LEYENDAS
MARTILLO DE PALADIN INFERNO,1990,Pandora Store,MARTILLO DE PALADIN INFERNO - SINGLES MITOS Y LEYENDAS
TIGRES DE FUEGO INFERNO,1990,Pandora Store,TIGRES DE FUEGO INFERNO - SINGLES MITOS Y LEYENDAS
VIRGILIO INFERNO,1990,Pandora Store,VIRGILIO INFERNO - SINGLES MITOS Y LEYENDAS
NEPHRE-KA INFERNO,1990,Pandora Store,NEPHRE-KA INFERNO - SINGLES MITOS Y LEYENDAS
BRIAN O'GRADY,1990,Pandora Store,BRIAN O'GRADY - SINGLES MITOS Y LEYENDAS
BIBLIOTECA ETERNA ANIVERSARIO,1990,Pandora Store,BIBLIOTECA ETERNA ANIVERSARIO - SINGLES MITOS Y LEYENDAS
PLUTON,1990,Pandora Store,PLUTON - SINGLES MITOS Y LEYENDAS
TARTARO ALTERNATIVO,1990,Pandora Store,TARTARO ALTERNATIVO - SINGLES MITOS Y LEYENDAS
DRAGON NIVAL COLECCIONISTA - COPIAR,1990,Pandora Store,DRAGON NIVAL COLECCIONISTA - SINGLES MITOS Y LEYENDAS- COPIAR
SIR TYOLET (LOOTBOX 2023),1990,Pandora Store,SIR TYOLET (LOOTBOX 2023) - SINGLES MITOS Y LEYENDAS
TARTARO (CLESP) COLECCIÓN LEGENDARIA SECRETA,1990,Pandora Store,TARTARO (CLESP) COLECCIÓN LEGENDARIA SECRETA
AMOSIS I,1900,Pandora Store,AMOSIS I - SINGLES MITOS Y LEYENDAS
GUARDIA GOZOSA (TKIT PREMIUM 2024 - FUERZA Y DESTINO),1500,Pandora Store,GUARDIA GOZOSA (TKIT PREMIUM 2024 - FUERZA Y DESTINO) - SINGLES MITOS Y LEYENDAS
PIEL DE LOBO,1500,Pandora Store,PIEL DE LOBO - SINGLES MITOS Y LEYENDAS
ARCO MONTADRAGÓN,1500,Pandora Store,ARCO MONTADRAGÓN - SINGLES MITOS Y LEYENDAS
LUZ DE PROMETEO,1500,Pandora Store,LUZ DE PROMETEO - SINGLES MITOS Y LEYENDAS
PINEDYEM I,1500,Pandora Store,PINEDYEM I - SINGLES MITOS Y LEYENDAS
SIR BOORES BLACK,1500,Pandora Store,SIR BOORES BLACK - SINGLES MITOS Y LEYENDAS
DRAGON NUBE ZOMBIE,1500,Pandora Store,DRAGON NUBE ZOMBIE - SINGLES MITOS Y LEYENDAS
DRAGON DE BRONZE,1500,Pandora Store,DRAGON DE BRONZE - SINGLES MITOS Y LEYENDAS
REINA GUINIVERE BLACK,1500,Pandora Store,REINA GUINIVERE BLACK - SINGLES MITOS Y LEYENDAS
PLAGA DRACULA,1500,Pandora Store,PLAGA DRACULA - SINGLES MITOS Y LEYENDAS
LA TRAICION DE MACALPIN DORADA,1500,Pandora Store,LA TRAICION DE MACALPIN DORADA  - SINGLES MITOS Y LEYENDAS
LAS TRES HERMANAS,1500,Pandora Store,LAS TRES HERMANAS - SINGLES MITOS Y LEYENDAS
BAHITI,1500,Pandora Store,BAHITI - SINGLES MITOS Y LEYENDAS
JERUSALEN (ANIVERSAIO ES),1500,Pandora Store,JERUSALEN (ANIVERSAIO ES) - SINGLES MITOS Y LEYENDAS
AFRODITA ANIVERSARIO HE,1500,Pandora Store,AFRODITA ANIVERSARIO HE - SINGLES MITOS Y LEYENDAS
HACHA LUNAR,1490,Pandora Store,HACHA LUNAR - SINGLES MITOS Y LEYENDAS
MANDOBLE DE SETH,1490,Pandora Store,MANDOBLE DE SETH - SINGLES MITOS Y LEYENDAS
BOLA DE FUEGO TOOLKIT,1490,Pandora Store,BOLA DE FUEGO TOOLKIT - SINGLES MITOS Y LEYENDAS
CORONA DE ARTURO PROMO,1490,Pandora Store,CORONA DE ARTURO PROMO - SINGLES MITOS Y LEYENDAS
RA BLACK,1490,Pandora Store,RA BLACK - SINGLES MITOS Y LEYENDAS
AINE,1490,Pandora Store,AINE - SINGLES MITOS Y LEYENDAS
LAMBTON WORM,1490,Pandora Store,LAMBTON WORM - SINGLES MITOS Y LEYENDAS
CRIA DE WYRM BUY A BOX,1490,Pandora Store,CRIA DE WYRM BUY A BOX - SINGLES MITOS Y LEYENDAS
KOBOLD ANIVERSARIO,1490,Pandora Store,KOBOLD ANIVERSARIO - SINGLES MITOS Y LEYENDAS
LOCURA DE HERACLES,1490,Pandora Store,LOCURA DE HERACLES - SINGLES MITOS Y LEYENDAS
ALAS DE HORUS BLACK,1490,Pandora Store,ALAS DE HORUS BLACK- SINGLES MITOS Y LEYENDAS
HORUS,1490,Pandora Store,HORUS - SINGLES MITOS Y LEYENDAS
JULIO CESAR JO,1490,Pandora Store,JULIO CESAR JO - SINGLES MITOS Y LEYENDAS
DJOSER,1490,Pandora Store,DJOSER - SINGLES MITOS Y LEYENDAS
BENGAY FOIL,1490,Pandora Store,BENGAY FOIL - SINGLES MITOS Y LEYENDAS
SIR DAGONET,1490,Pandora Store,SIR DAGONET - SINGLES MITOS Y LEYENDAS
BOLA DE FUEGO,1490,Pandora Store,BOLA DE FUEGO - SINGLES MITOS Y LEYENDAS
CATHACH SHOGUN,1490,Pandora Store,CATHACH SHOGUN - SINGLES MITOS Y LEYENDAS
CORONA FARAONICA FOIL,1490,Pandora Store,CORONA FARAONICA FOIL - SINGLES MITOS Y LEYENDAS
JINETES DE FUEGO,1490,Pandora Store,JINETES DE FUEGO - SINGLES MITOS Y LEYENDAS
FORMACION DE TORTUGA,1200,Pandora Store,FORMACION DE TORTUGA - SINGLES MITOS Y LEYENDAS
ALIADO FEERICO,1000,Pandora Store,ALIADO FEERICO - SINGLES MITOS Y LEYENDAS
GUARDIA GOZOSA 2.0,1000,Pandora Store,GUARDIA GOZOSA 2.0 - SINGLES MITOS Y LEYENDAS
GOIDEL GLAS,1000,Pandora Store,GOIDEL GLAS - SINGLES MITOS Y LEYENDAS
SIR BEDIVERE,1000,Pandora Store,SIR BEDIVERE - SINGLES MITOS Y LEYENDAS
SIR ROBIN DE LOCKSLEY (AESX - LANCELOT GRIAL - REWORK),1000,Pandora Store,SIR ROBIN DE LOCKSLEY (AESX - LANCELOT GRIAL - REWORK) - SINGLES MITOS Y LEYENDAS
PRYDERI ALTERNATIVO,1000,Pandora Store,PRYDERI ALTERNATIVO - SINGLES MITOS Y LEYENDAS
SERPIENTE NEGRA ALTERNATIVA,1000,Pandora Store,SERPIENTE NEGRA ALTERNATIVA - SINGLES MITOS Y LEYENDAS
GUERRERO FIANNA ANIVERSARIO,1000,Pandora Store,GUERRERO FIANNA ANIVERSARIO - SINGLES MITOS Y LEYENDAS
SONRIENTE (LBPB24 - ARTE ALTERNATIVO),1000,Pandora Store,SONRIENTE (LBPB24 - ARTE ALTERNATIVO) - SINGLES MITOS Y LEYENDAS
APOPHIS (CLDO COLECCION LEGENDARIA 2023),1000,Pandora Store,APOPHIS (CLDO COLECCION LEGENDARIA 2023) - SINGLES MITOS Y LEYENDAS
RA,1000,Pandora Store,RA - SINGLES MITOS Y LEYENDAS
DUPHON (LBPB24 - ARTE ALTERNATIVO),1000,Pandora Store,DUPHON (LBPB24 - ARTE ALTERNATIVO) - SINGLES MITOS Y LEYENDAS
ULISES (HELÉNICA ANIV - REAL - REWORK),1000,Pandora Store,ULISES (HELÉNICA ANIV - REAL - REWORK)
APLASTAR FOMOR (KIT DRÁCULA),1000,Pandora Store,APLASTAR FOMOR (KIT DRÁCULA)
"ORG, MAESTRO DE DRAGONES",990,Pandora Store,"ORG, MAESTRO DE DRAGONES - SINGLES MITOS Y LEYENDAS"
ORIUM,990,Pandora Store,ORIUM - SINGLES MITOS Y LEYENDAS
BELIAL,990,Pandora Store,BELIAL - SINGLES MITOS Y LEYENDAS
URISK ANIVERSARIO,990,Pandora Store,URISK ANIVERSARIO - SINGLES MITOS Y LEYENDAS
DRAGON DE AIRE,990,Pandora Store,DRAGON DE AIRE - SINGLES MITOS Y LEYENDAS
KERNUAC EL CAZADOR,990,Pandora Store,KERNUAC EL CAZADOR - SINGLES MITOS Y LEYENDAS
ISIS BLACK,990,Pandora Store,ISIS BLACK - SINGLES MITOS Y LEYENDAS
VELAS NEGRAS,990,Pandora Store,VELAS NEGRAS - SINGLES MITOS Y LEYENDAS
PERIFETES,990,Pandora Store,PERIFETES - SINGLES MITOS Y LEYENDAS
CASCO DE HADES,990,Pandora Store,CASCO DE HADES - SINGLES MITOS Y LEYENDAS
DUQUE GODOFREDO (KIT RACIAL 2024 - FOIL),990,Pandora Store,DUQUE GODOFREDO (KIT RACIAL 2024 - FOIL) - SINGLES MITOS Y LEYENDAS
DRAGON DE PLATA,990,Pandora Store,DRAGON DE PLATA - SINGLES MITOS Y LEYENDAS
RA,990,Pandora Store,RA - SINGLES MITOS Y LEYENDAS
JULIO CESAR SHOGUN,990,Pandora Store,JULIO CESAR SHOGUN - SINGLES MITOS Y LEYENDAS
UMM,990,Pandora Store,UMM - SINGLES MITOS Y LEYENDAS
YELMO ALEJANDRINO,990,Pandora Store,YELMO ALEJANDRINO - SINGLES MITOS Y LEYENDAS
ANUBIS,990,Pandora Store,ANUBIS - SINGLES MITOS Y LEYENDAS
CONALL CERNACH,990,Pandora Store,CONALL CERNACH - SINGLES MITOS Y LEYENDAS
HIPARION,990,Pandora Store,HIPARION - SINGLES MITOS Y LEYENDAS
HALCONERO REAL FOIL,990,Pandora Store,HALCONERO REAL FOIL - SINGLES MITOS Y LEYENDAS
FE SIN LIMITE SHOGUN,990,Pandora Store,FE SIN LIMITE SHOGUN - SINGLES MITOS Y LEYENDAS
CUCHULAIN SHOGUN,990,Pandora Store,CUCHULAIN SHOGUN - SINGLES MITOS Y LEYENDAS
OSEYE SHOGUN,990,Pandora Store,OSEYE SHOGUN - SINGLES MITOS Y LEYENDAS
SUMA SHOGUN,990,Pandora Store,SUMA SHOGUN - SINGLES MITOS Y LEYENDAS
ARCO DE APOLO,990,Pandora Store,ARCO DE APOLO - SINGLES MITOS Y LEYENDAS
DUENDES (ANIVERSARIO ES),990,Pandora Store,DUENDES (ANIVERSARIO ES) - SINGLES MITOS Y LEYENDAS
CONSTANTINO (CLESP) COLECCIÓN LEGENDARIA SECRETA,990,Pandora Store,CONSTANTINO (CLESP) COLECCIÓN LEGENDARIA SECRETA
APEDEMAK,890,Pandora Store,APEDEMAK - SINGLES MITOS Y LEYENDAS
VOUIVRE 2.0,890,Pandora Store,VOUIVRE 2.0 - SINGLES MITOS Y LEYENDAS
SIR LANCELOT,890,Pandora Store,SIR LANCELOT - SINGLES MITOS Y LEYENDAS
GRAN TRIDENTE,890,Pandora Store,GRAN TRIDENTE - SINGLES MITOS Y LEYENDAS
TORTUGA DE HADES,890,Pandora Store,TORTUGA DE HADES - SINGLES MITOS Y LEYENDAS
JUPITER,890,Pandora Store,JUPITER - SINGLES MITOS Y LEYENDAS
TEMISTOCLES FOIL,890,Pandora Store,TEMISTOCLES FOIL - SINGLES MITOS Y LEYENDAS
CHIKE DE LA SOMBRA,890,Pandora Store,CHIKE DE LA SOMBRA - SINGLES MITOS Y LEYENDAS
BENNU,890,Pandora Store,BENNU - SINGLES MITOS Y LEYENDAS
BORRAR LA MEMORIA,890,Pandora Store,BORRAR LA MEMORIA - SINGLES MITOS Y LEYENDAS
DRAGON DEMONIO,690,Pandora Store,DRAGON DEMONIO - SINGLES MITOS Y LEYENDAS
ASH FOIL,690,Pandora Store,ASH FOIL - SINGLES MITOS Y LEYENDAS
MERLIN 2.0,500,Pandora Store,MERLIN 2.0 - SINGLES MITOS Y LEYENDAS
APOPHIS,500,Pandora Store,APOPHIS - SINGLES MITOS Y LEYENDAS
OBERON (CLÁSICO ESPS - REAL),500,Pandora Store,OBERON (CLÁSICO ESPS - REAL) - SINGLES MITOS Y LEYENDAS
ATAQUE SORPRESA (CLÁSICO ESPS - REAL),500,Pandora Store,ATAQUE SORPRESA (CLÁSICO ESPS - REAL) - SINGLES MITOS Y LEYENDAS
TEA,500,Pandora Store,TEA - SINGLES MITOS Y LEYENDAS
EL VESUBIO,500,Pandora Store,EL VESUBIO - SINGLES MITOS Y LEYENDAS
DEIDADES EGIPCIAS,490,Pandora Store,DEIDADES EGIPCIAS - SINGLES MITOS Y LEYENDAS
TESEO,490,Pandora Store,TESEO - SINGLES MITOS Y LEYENDAS
ARCAS DEL IMPERIO,490,Pandora Store,ARCAS DEL IMPERIO - SINGLES MITOS Y LEYENDAS
CREAR CABALLERO NEGRO,490,Pandora Store,CREAR CABALLERO NEGRO - SINGLES MITOS Y LEYENDAS
CARRO CELTA (HD ANIVERSARIO - REAL),490,Pandora Store,CARRO CELTA (HD ANIVERSARIO - REAL) - SINGLES MITOS Y LEYENDAS
CRIATURA FAMILIAR (ANIVERSARIO ES),490,Pandora Store,CRIATURA FAMILIAR (ANIVERSARIO ES) - SINGLES MITOS Y LEYENDAS
